Account Owner,Account Owner ID,Account Name,Phone,Account Site,Fax,Parent Account,Parent Account ID,Account Number,Account Type,Industry,Annual Revenue,Created By,Created by ID,Modified By,Modified by ID,Created Time,Modified Time,Billing Street,Billing City,Billing State,Billing Code,Billing Country,Description,Last Activity Time,Layout,Layout ID,Tag,Water System No,Website URL,Principal Country Served
,,PICK CITY CITY OF,701-487-3327,,,,,,,,,,,,,,,,PICK CITY,ND,58545,,,,,,,,,
,,PAGE CITY OF,,,,,,,,,,,,,,,,PO BOX 62,PAGE,ND,58064,,,,,,,,,
,,PARK RIVER CITY OF,701-284-6399,,,,,,,,,,,,,,,PO BOX C,PARK RIVER,ND,58270-0702,,,,,,,,,
,,PEMBINA CITY OF,701-825-6819,,,,,,,,,,,,,,,,PEMBINA,ND,58271,,,,,,,,,
,,PORTLAND CITY OF,701-788-2463,,,,,,,,,,,,,,,PO BOX 189,PORTLAND,ND,58274,,,,,,,,,
,,POWERS LAKE CITY OF,701-464-5601,,,,,,,,,,,,,,,PO BOX 198,POWERS LAKE,ND,58773-0198,,,,,,,,,
,,NORTHWOOD CITY OF,701-587-5370,,,,,,,,,,,,,,,PO BOX 397,NORTHWOOD,ND,58267,,,,,,,,,
,,PRAIRIE VIEW HOA,919-240-4045,,,,,,,,,,,,,,,PO BOX 1866,PITTSBORO,NC,27312,,,,,,,,,
,,REEDER CITY OF,701-853-2808,,,,,,,,,,,,,,,PO BOX 244,REEDER,ND,58649,,,,,,,,,
,,RAY CITY OF,701-568-2204,,,,,,,,,,,,,,,PO BOX 67,RAY,ND,58849,,,,,,,,,
,,R & T WATER SYSTEM,701-568-3422,,,,,,,,,,,,,,,PO BOX 126,RAY,ND,58849,,,,,,,,,
,,REGENT CITY OF,701-563-4454,,,,,,,,,,,,,,,PO BOX 86,REGENT,ND,58650,,,,,,,,,
,,RHAME CITY OF,701-279-5555,,,,,,,,,,,,,,,PO BOX 70,RHAME,ND,58651,,,,,,,,,
,,RICHARDTON CITY OF,701-974-3399,,,,,,,,,,,,,,,PO BOX 343,RICHARDTON,ND,58652,,,,,,,,,
,,R & R TRAILER COURT,701-664-3855,,,,,,,,,,,,,,,PO BOX 591,TIOGA,ND,58852,,,,,,,,,
,,PORTAL CITY OF,701-926-3601,,,,,,,,,,,,,,,,PORTAL,ND,58772,,,,,,,,,
,,RIVERDALE CITY OF,701-654-7636,,,,,,,,,,,,,,,PO BOX 507,RIVERDALE,ND,58565-0507,,,,,,,,,
,,ROCK LAKE CITY OF,701-477-8750,,,,,,,,,,,,,,,PO BOX 155,ROCK LAKE,ND,58365,,,,,,,,,
,,RIVERDALE SUBDIVISION,701-282-9727,,,,,,,,,,,,,,,PO BOX 99,HORACE,ND,58047,,,,,,,,,
,,RIVERVIEW HEIGHTS,701-202-2011,,,,,,,,,,,,,,,,MANDAN,ND,58554,,,,,,,,,
,,PLAZA CITY OF,701-852-1886,,,,,,,,,,,,,,,,MINOT,ND,58701-5357,,,,,,,,,
,,ROBINSON CITY OF,,,,,,,,,,,,,,,,PO BOX 23,ROBINSON,ND,58478,,,,,,,,,
,,ROLETTE CITY OF,701-246-3511,,,,,,,,,,,,,,,PO BOX 38,ROLETTE,ND,58366,,,,,,,,,
,,ROLLA CITY OF,,,,,,,,,,,,,,,,PO Box 1200,ROLLA,ND,58367,,,,,,,,,
,,RUGBY CITY OF,701-776-6181,,,,,,,,,,,,,,,,RUGBY,ND,58638,,,,,,,,,
,,SAWYER CITY OF,701-624-5649,,,,,,,,,,,,,,,PO BOX 227,SAWYER,ND,58781,,,,,,,,,
,,SELZ WATER USERS ASSOCIATION,701-324-5262,,,,,,,,,,,,,,,,SELZ,ND,58341,,,,,,,,,
,,RUTLAND CITY OF,701-724-3081,,,,,,,,,,,,,,,PO BOX 181,RUTLAND,ND,58067,,,,,,,,,
,,RYDER CITY OF,701-758-2315,,,,,,,,,,,,,,,PO BOX 6,RYDER,ND,58779,,,,,,,,,
,,SCRANTON CITY OF,701-275-6332,,,,,,,,,,,,,,,PO BOX 143,SCRANTON,ND,58653,,,,,,,,,
,,SELFRIDGE CITY OF,701-226-6699,,,,,,,,,,,,,,,PO BOX 12,SELFRIDGE,ND,58568,,,,,,,,,
,,SHARON CITY OF,701-524-2238,,,,,,,,,,,,,,,PO BOX 6,SHARON,ND,58277,,,,,,,,,
,,SHELDON CITY OF,701-882-3279,,,,,,,,,,,,,,,,SHELDON,ND,58068,,,,,,,,,
,,SHERWOOD CITY OF,701-459-2261,,,,,,,,,,,,,,,PO BOX 177,SHERWOOD,ND,58782,,,,,,,,,
,,SENTINEL BUTTE CITY OF,701-872-3964,,,,,,,,,,,,,,,,SENTINEL BUTTE,ND,58654,,,,,,,,,
,,ROSS CITY OF,701-755-3262,,,,,,,,,,,,,,,PO BOX 4,ROSS,ND,58776-0004,,,,,,,,,
,,SIBLEY CITY OF,701-733-2108,,,,,,,,,,,,,,,,SIBLEY,ND,58429,,,,,,,,,
,,SLEEPY HOLLOW WATER COMPANY,,,,,,,,,,,,,,,,PO BOX 213,HORACE,ND,58047,,,,,,,,,
,,SHEYENNE CITY OF,701-230-9719,,,,,,,,,,,,,,,PO BOX 157,SHEYENNE,ND,58374,,,,,,,,,
,,SOUTH CENTRAL REGIONAL WATER DISTRICT,701-258-8710,,,,,,,,,,,,,,,PO BOX 4182,BISMARCK,ND,58502-4182,,,,,,,,,
,,SOUTH CENTRAL RWD NORTH BURLEIGH,701-258-8710,,,,,,,,,,,,,,,PO BOX 4182,BISMARCK,ND,58502-4182,,,,,,,,,
,,SOUTH HEART CITY OF,701-677-5550,,,,,,,,,,,,,,,PO BOX 249,SOUTH HEART,ND,58655-0249,,,,,,,,,
,,SOUTH CENTRAL RWD-EMMONS,701-258-8710,,,,,,,,,,,,,,,PO BOX 4182,BISMARCK,ND,58502-4182,,,,,,,,,
,,SOLEN CITY OF,701-445-3338,,,,,,,,,,,,,,,PO BOX 117,SOLEN,ND,58570-0117,,,,,,,,,
,,SOURIS CITY OF,701-243-6401,,,,,,,,,,,,,,,PO BOX 199,SOURIS,ND,58783,,,,,,,,,
,,SANBORN CITY OF,701-890-6023,,,,,,,,,,,,,,,PO BOX 103,SANBORN,ND,58480,,,,,,,,,
,,SOUTHEAST WUD (EAST),701-242-7432,,,,,,,,,,,,,,,PO BOX 10,MANTADOR,ND,58058,,,,,,,,,
,,SOUTHWEST WA-JUNCTION INN(MISSOURI WEST),701-225-0241,,,,,,,,,,,,,,,,DICKINSON,ND,58601-7231,,,,,,,,,
,,SOUTHWEST WA-CROWN BUTTE(MISSOURI WEST),701-225-0241,,,,,,,,,,,,,,,,DICKINSON,ND,58601-7231,,,,,,,,,
,,SOUTHEAST WUD (WEST),701-242-7432,,,,,,,,,,,,,,,PO BOX 10,MANTADOR,ND,58058,,,,,,,,,
,,SOUTHWEST WA-TOWER HILL (MISSOURI WEST),701-225-0241,,,,,,,,,,,,,,,,DICKINSON,ND,58601-7231,,,,,,,,,
,,SOUTHWEST WATER AUTHORITY,701-225-0241,,,,,,,,,,,,,,,,DICKINSON,ND,58601-7231,,,,,,,,,
,,ST JOHN CITY OF,701-477-3060,,,,,,,,,,,,,,,PO BOX 165,ST JOHN,ND,58369,,,,,,,,,
,,SOUTHEAST WUD (CENTRAL-LISBON),701-899-3676,,,,,,,,,,,,,,,,LISBON,ND,58054,,,,,,,,,
,,ST THOMAS CITY OF,701-257-6640,,,,,,,,,,,,,,,PO BOX 177,ST. THOMAS,ND,58276,,,,,,,,,
,,STANTON CITY OF,701-745-3395,,,,,,,,,,,,,,,PO BOX 156,STANTON,ND,58571,,,,,,,,,
,,STATE LINE WATER COOP INC,701-336-7464,,,,,,,,,,,,,,,,STRASBURG,ND,58573,,,,,,,,,
,,STEELE CITY OF,701-475-2805,,,,,,,,,,,,,,,PO BOX 346,STEELE,ND,58482,,,,,,,,,
,,STRASBURG CITY OF,701-336-7712,,,,,,,,,,,,,,,PO BOX 81,STRASBURG,ND,58573-0081,,,,,,,,,
,,STREETER CITY OF,701-424-3372,,,,,,,,,,,,,,,PO BOX 57,STREETER,ND,58483,,,,,,,,,
,,STANLEY CITY OF,701-628-2225,,,,,,,,,,,,,,,PO BOX 249,STANLEY,ND,58784,,,,,,,,,
,,SURREY CITY OF,,,,,,,,,,,,,,,,,SURREY,ND,58785,,,,,,,,,
,,SYKESTON CITY OF,,,,,,,,,,,,,,,,PO BOX 385,SYKESTON,ND,58486,,,,,,,,,
,,TAYLOR CITY OF,701-974-4178,,,,,,,,,,,,,,,PO BOX 68,TAYLOR,ND,58656,,,,,,,,,
,,STUTSMAN RURAL WATER DISTRICT,701-252-7727,,,,,,,,,,,,,,,,JAMESTOWN,ND,58401,,,,,,,,,
,,THE BLUFFS HOA,605-225-8301,,,,,,,,,,,,,,,PO BOX 1915,ABERDEEN,SD,57402,,,,,,,,,
,,TIOGA CITY OF,701-664-2807,,,,,,,,,,,,,,,PO BOX 218,TIOGA,ND,58852,,,,,,,,,
,,SUNDALE HUTTERIAN ASSOCIATION,701-427-5897,,,,,,,,,,,,,,,,MILNOR,ND,58060-9645,,,,,,,,,
,,TOWNER CITY OF,701-537-5834,,,,,,,,,,,,,,,,TOWNER,ND,58788,,,,,,,,,
,,TOWER CITY CITY OF,701-845-1117,,,,,,,,,,,,,,,,VALLEY CITY,ND,58072,,,,,,,,,
,,TURTLE LAKE CITY OF,701-448-2596,,,,,,,,,,,,,,,PO BOX 338,TURTLE LAKE,ND,58575-0338,,,,,,,,,
,,UNDERWOOD CITY OF,701-442-5481,,,,,,,,,,,,,,,PO BOX 168,UNDERWOOD,ND,58576-0168,,,,,,,,,
,,TUTTLE CITY OF,701-226-9260,,,,,,,,,,,,,,,PO BOX 56,TUTTLE,ND,58488,,,,,,,,,
,,TOLNA CITY OF,701-262-4749,,,,,,,,,,,,,,,PO BOX 26,TOLNA,ND,58380,,,,,,,,,
,,UPPER SOURIS WUA-SYSTEM I,701-385-4093,,,,,,,,,,,,,,,PO BOX 397,KENMARE,ND,58746,,,,,,,,,
,,UPHAM CITY OF,701-768-2910,,,,,,,,,,,,,,,,UPHAM,ND,58789,,,,,,,,,
,,TRENTON WATER USERS ASSOC,701-572-2606,,,,,,,,,,,,,,,PO BOX 236,TRENTON,ND,58853,,,,,,,,,
,,TRI-COUNTY WATER DISTRICT,701-345-8595,,,,,,,,,,,,,,,PO BOX 187,PETERSBURG,ND,58272,,,,,,,,,
,,UPPER SOURIS WUA-SYSTEM II,701-385-4093,,,,,,,,,,,,,,,PO BOX 397,KENMARE,ND,58746,,,,,,,,,
,,VERONA CITY OF,701-840-3075,,,,,,,,,,,,,,,PO BOX 211,VERONA,ND,58490,,,,,,,,,
,,VALLEY CITY CITY OF,701-845-1700,,,,,,,,,,,,,,,PO BOX 390,VALLEY CITY,ND,58072,,,,,,,,,
,,WAHPETON CITY OF,701-642-8448,,,,,,,,,,,,,,,PO BOX 490,WAHPETON,ND,58075,,,,,,,,,
,,WALCOTT CITY OF,701-469-2249,,,,,,,,,,,,,,,PO BOX 64,WALCOTT,ND,58077,,,,,,,,,
,,WALHALLA CITY OF,704-549-3176,,,,,,,,,,,,,,,PO BOX 318,WALHALLA,ND,58282,,,,,,,,,
,,VELVA CITY OF,701-338-2660,,,,,,,,,,,,,,,PO BOX 219,VELVA,ND,58790,,,,,,,,,
,,WASHBURN CITY OF,701-462-8558,,,,,,,,,,,,,,,PO BOX 467,WASHBURN,ND,58577,,,,,,,,,
,,WATFORD RESIDENCE SUITES,701-609-8291,,,,,,,,,,,,,,,,WATFORD CITY,ND,58854,,,,,,,,,
,,WEST FARGO CITY OF,701-433-5400,,,,,,,,,,,,,,,,WEST FARGO,ND,58078,,,,,,,,,
,,WALSH RURAL WATER DISTRICT,701-352-3915,,,,,,,,,,,,,,,PO BOX 309,GRAFTON,ND,58237,,,,,,,,,
,,WATFORD CITY CITY OF,701-444-2533,,,,,,,,,,,,,,,PO BOX 494,WATFORD CITY,ND,58854,,,,,,,,,
,,WESTERN AREA WATER SUPPLY AUTHORITY,701-774-6605,,,,,,,,,,,,,,,PO BOX 2343,WILLISTON,ND,58802,,,,,,,,,
,,WESTHOPE CITY OF,701-245-6316,,,,,,,,,,,,,,,PO BOX 412,WESTHOPE,ND,58793,,,,,,,,,
,,WEST RIVER WATER AND SEWER,701-839-6955,,,,,,,,,,,,,,,PO BOX 1266,MINOT,ND,58702,,,,,,,,,
,,WILDROSE CITY OF,701-539-2122,,,,,,,,,,,,,,,PO BOX 664,WILDROSE,ND,58795,,,,,,,,,
,,WILLISTON CITY OF,701-577-7104,,,,,,,,,,,,,,,PO BOX 2437,WILLISTON,ND,58802,,,,,,,,,
,,WARWICK CITY OF,,,,,,,,,,,,,,,,,WARWICK,ND,58381,,,,,,,,,
,,WIMBLEDON CITY OF,701-845-1117,,,,,,,,,,,,,,,,VALLEY CITY,ND,58072,,,,,,,,,
,,WILTON CITY OF,701-734-6707,,,,,,,,,,,,,,,PO BOX 278,WILTON,ND,58579,,,,,,,,,
,,WILLOW CITY CITY OF,701-366-4508,,,,,,,,,,,,,,,PO BOX 67,WILLOW CITY,ND,58384,,,,,,,,,
,,WISHEK CITY OF,701-452-2567,,,,,,,,,,,,,,,PO BOX 306,WISHEK,ND,58495,,,,,,,,,
,,WYNDMERE CITY OF,701-439-2412,,,,,,,,,,,,,,,PO BOX 220,WYNDMERE,ND,58081,,,,,,,,,
,,ZEELAND CITY OF,701-423-5429,,,,,,,,,,,,,,,PO BOX 3,ZEELAND,ND,58581,,,,,,,,,
,,ZAP CITY OF,701-948-2256,,,,,,,,,,,,,,,PO BOX 97,ZAP,ND,58580,,,,,,,,,
,,WOODWORTH CITY OF,,,,,,,,,,,,,,,,PO BOX 4,WOODWORTH,ND,58496,,,,,,,,,
,,FORDVILLE PUBLIC SCHOOL,701-229-3297,,,,,,,,,,,,,,,PO BOX 127,FORDVILLE,ND,58231,,,,,,,,,
,,MENARDS-BIDC,701-673-2773,,,,,,,,,,,,,,,,MCKENZIE,ND,58572,,,,,,,,,
,,"K & K CONSTRUCTION AND REPAIR, INC.",701-282-6521,,,,,,,,,,,,,,,PO BOX 679,WEST FARGO,ND,58078,,,,,,,,,
,,WING CITY OF,,,,,,,,,,,,,,,,PO BOX 39,WING,ND,58494,,,,,,,,,
,,13 MILE CENTER,,,,,,,,,,,,,,,,PO BOX 1569,WILLISTON,ND,58802,,,,,,,,,
,,COAL CREEK STATION,701-442-7006,,,,,,,,,,,,,,,,UNDERWOOD,ND,58576,,,,,,,,,
,,MILTON R YOUNG STATION WELL - MPC,701-794-7268,,,,,,,,,,,,,,,,CENTER,ND,58530,,,,,,,,,
,,WHITING OIL & GAS,701-713-0062,,,,,,,,,,,,,,,,NEW TOWN,ND,58763,,,,,,,,,
,,WILLOWBANK COLONY,701-493-2060,,,,,,,,,,,,,,,,EDGELEY,ND,58433,,,,,,,,,
,,A-FRAME BAR & GRILL,701-263-1462,,,,,,,,,,,,,,,,BOTTINEAU,ND,58318,,,,,,,,,
,,BEULAH BAY REC AREA,701-873-5852,,,,,,,,,,,,,,,,BEULAH,ND,58523,,,,,,,,,
,,BEULAH BAY REC AREA #2,701-873-5852,,,,,,,,,,,,,,,,BEULAH,ND,58523,,,,,,,,,
,,BIG COUNTRY RV PARK,,,,,,,,,,,,,,,,,WILLISTON,ND,58801,,,,,,,,,
,,BIRCHWOOD INC,701-263-4283,,,,,,,,,,,,,,,,BOTTINEAU,ND,58318,,,,,,,,,
,,ALLSTATE PETERBILT,888-894-3511,,,,,,,,,,,,,,,,WILLISTON,ND,58801,,,,,,,,,
,,ARNEGARD CITY PARK,701-586-3453,,,,,,,,,,,,,,,PO BOX 488,ARNEGARD,ND,58835,,,,,,,,,
,,AMBROSE COMMUNITY WELL,701-982-3312,,,,,,,,,,,,,,,PO BOX 174,AMBROSE,ND,58833,,,,,,,,,
,,BLUE SKY LODGING,701-339-2983,,,,,,,,,,,,,,,,WATFORD CITY,ND,58854,,,,,,,,,
,,BOAT RAMP 74,,,,,,,,,,,,,,,,,BOTTINEAU,ND,58318,,,,,,,,,
,,BOTTINEAU WINTER PARK SKI AREA,701-263-4556,,,,,,,,,,,,,,,PO BOX 168,BOTTINEAU,ND,58318,,,,,,,,,
,,BORDER LOUNGE,701-477-3804,,,,,,,,,,,,,,,,ST JOHN,ND,58369-6910,,,,,,,,,
,,BURNING HILLS AMPHITHEATER,701-623-4454,,,,,,,,,,,,,,,PO BOX 198,MEDORA,ND,58645,,,,,,,,,
,,CENTRAL LIVESTOCK,,,,,,,,,,,,,,,,,WEST FARGO,ND,58078,,,,,,,,,
,,CRYSTAL SPRINGS BAPTIST CAMP,701-486-3467,,,,,,,,,,,,,,,,MEDINA,ND,58467,,,,,,,,,
,,DOYLE MEMORIAL STATE PARK,701-452-2567,,,,,,,,,,,,,,,PO BOX 387,WISHEK,ND,58495,,,,,,,,,
,,DUNSEITH CENEX C-STORE,701-244-9765,,,,,,,,,,,,,,,PO BOX 1120,DUNSEITH,ND,58329,,,,,,,,,
,,ELKS CAMP GRASSICK,701-327-4251,,,,,,,,,,,,,,,PO BOX F,DAWSON,ND,58428-0005,,,,,,,,,
,,GLACIER POTABLE WATER,701-300-0679,,,,,,,,,,,,,,,,LANDER,WY,82520,,,,,,,,,
,,FAMILY DOLLAR,757-321-5339,,,,,,,,,,,,,,,DEPT 500,CHESAPEAKE,VA,23320,,,,,,,,,
,,COTTONWOOD CAMPGROUND 6,701-770-3740,,,,,,,,,,,,,,,,MEDORA,ND,58645,,,,,,,,,
,,GROUP CAMP COMPLEX 71,,,,,,,,,,,,,,,,,BOTTINEAU,ND,58318,,,,,,,,,
,,HAZEN BAY RECREATION AREA,701-748-6948,,,,,,,,,,,,,,,PO BOX 717,HAZEN,ND,58545,,,,,,,,,
,,HEART BUTTE F U CAMP,701-952-1404,,,,,,,,,,,,,,,PO BOX 2136,JAMESTOWN,ND,58402,,,,,,,,,
,,HURLEY ENTERPRISES,406-742-5312,,,,,,,,,,,,,,,PO BOX 385,FAIRVIEW,MT,59221,,,,,,,,,
,,INTERNATIONAL PEACE GARDEN,701-263-4390,,,,,,,,,,,,,,,,DUNSEITH,ND,58329,,,,,,,,,
,,JAMESTOWN CAMPGROUND,701-252-6262,,,,,,,,,,,,,,,,JAMESTOWN,ND,58401,,,,,,,,,
,,JUNIPER CAMPGROUND,701-842-2333,,,,,,,,,,,,,,,,WATFORD CITY,ND,58854,,,,,,,,,
,,HAHNS BAY RECREATION AREA,701-228-5486,,,,,,,,,,,,,,,,BOTTINEAU,ND,58318,,,,,,,,,
,,KILLDEER LODGE,780-229-2523,,,,,,,,,,,,,,,,ACHESON,AL,T7X-5A5,,,,,,,,,
,,KELVIN KLINIC BAR,701-263-4150,,,,,,,,,,,,,,,PO BOX 485,BOTTINEAU,ND,58318,,,,,,,,,
,,KNICKERBOCKER LIQUOR LOCKER,,,,,,,,,,,,,,,,,HICKSON,ND,58047,,,,,,,,,
,,LAMOURE COUNTY MEMORIAL PARK,701-883-6040,,,,,,,,,,,,,,,PO BOX 128,LAMOURE,ND,58458,,,,,,,,,
,,LARSONS DRIVE INN,701-343-2037,,,,,,,,,,,,,,,PO BOX 334,LARIMORE,ND,58251,,,,,,,,,
,,LITTLE BEAVER BAY REC AREA,701-577-4500,,,,,,,,,,,,,,,PO BOX 2047,WILLISTON,ND,58802-2047,,,,,,,,,
,,MEDICINE HOLE GOLF COURSE,701-764-5710,,,,,,,,,,,,,,,PO BOX 401,KILLDEER,ND,58640,,,,,,,,,
,,METIGOSHE DRIVE INN,,,,,,,,,,,,,,,,,BOTTINEAU,ND,58318,,,,,,,,,
,,METIGOSHE MINISTRIES-CENTER SITE,701-263-4788,,,,,,,,,,,,,,,,BOTTINEAU,ND,58318,,,,,,,,,
,,METIGOSHE MINISTRIES-PELICAN LAKE,701-263-4788,,,,,,,,,,,,,,,,BOTTINEAU,ND,58318,,,,,,,,,
,,MISSOURI-YELLOWSTONE INTERPRETIVE CENTER,701-572-9034,,,,,,,,,,,,,,,,WILLISTON,ND,58801,,,,,,,,,
,,MON-DAK WATER & SEPTIC,701-628-6397,,,,,,,,,,,,,,,PO BOX 1263,STANLEY,ND,58784,,,,,,,,,
,,MAID O MOON SHINE CAMPGROUND,,,,,,,,,,,,,,,,,BOTTINEAU,ND,58318,,,,,,,,,
,,MCVILLE FARMERS UNION,701-322-4326,,,,,,,,,,,,,,,,MCVILLE,ND,58254,,,,,,,,,
,,ND INDOOR RV PARK,701-842-6935,,,,,,,,,,,,,,,,WATFORD CITY,ND,58854,,,,,,,,,
,,PELICAN LAKE CAMPGROUND,701-228-5486,,,,,,,,,,,,,,,,BOTTINEAU,ND,58318,,,,,,,,,
,,PIONEER PARK,701-222-6464,,,,,,,,,,,,,,,BISMARCK PARKS AND REC,BISMARCK,ND,58504,,,,,,,,,
,,RAKKEN ARROW RV PARK,541-974-0889,,,,,,,,,,,,,,,,WATFORD CITY,ND,58854,,,,,,,,,
,,RED ROCK RESORT,,,,,,,,,,,,,,,,,BISMARCK,ND,58503,,,,,,,,,
,,SHORT STOP CONVENIENCE STORE,269-953-6159,,,,,,,,,,,,,,,PO BOX 106,ARNEGARD,ND,58835,,,,,,,,,
,,OAKES GOLF CLUB,701-742-2219,,,,,,,,,,,,,,,,OAKES,ND,58474,,,,,,,,,
,,SIDETRACK BAR & DAM CAFE,701-229-3340,,,,,,,,,,,,,,,PO BOX 126,FORDVILLE,ND,58231,,,,,,,,,
,,SOUTHEND R & R,701-739-0910,,,,,,,,,,,,,,,,WARWICK,ND,58381,,,,,,,,,
,,STALLION OILFIELD SERVICES-DICKINSON,701-483-7100,,,,,,,,,,,,,,,PO BOX 1597,DICKINSON,ND,58601,,,,,,,,,
,,RIDGEVIEW PARK,,,,,,,,,,,,,,,,PO BOX 387,FAIRVIEW,MT,59221,,,,,,,,,
,,STALLION OILFIELD SERVICES-WILLISTON,701-774-3824,,,,,,,,,,,,,,,,WILLISTON,ND,58801,,,,,,,,,
,,SANDSTONE DEVELOPMENT,,,,,,,,,,,,,,,,PO BOX 1955,WATFORD CITY,ND,58854,,,,,,,,,
,,STONEGATE RESIDENCE SUITES & STORAGE,,,,,,,,,,,,,,,,,WATFORD CITY,ND,58854,,,,,,,,,
,,STRAWBERRY LAKE CAMPGROUND,701-228-5486,,,,,,,,,,,,,,,,BOTTINEAU,ND,58318,,,,,,,,,
,,SULLYS HILL NATL GAME PRESERVE,701-766-4272,,,,,,,,,,,,,,,,DEVILS LAKE,ND,58301,,,,,,,,,
,,T ROOSEVELT NATL PK-NORTH,701-842-2333,,,,,,,,,,,,,,,,WATFORD CITY,ND,58854,,,,,,,,,
,,SWEET CRUDE TRAVEL CENTER,218-779-6384,,,,,,,,,,,,,,,PO BOX 174,GRASSY BUTTE,ND,58634,,,,,,,,,
,,T&T ENTERPRISES (WATER HAULER),701-580-8775,,,,,,,,,,,,,,,,WILLISTON,ND,58801,,,,,,,,,
,,TELLURIDE LODGE,320-252-2000,,,,,,,,,,,,,,,,WAITE PARK,MN,56387,,,,,,,,,
,,THE DAKOTAN MOTEL,,,,,,,,,,,,,,,,,SCOTTSDALE,AZ,85260,,,,,,,,,
,,THE FOOD BARN,701-464-5574,,,,,,,,,,,,,,,PO BOX 334,POWERS LAKE,ND,58773-0334,,,,,,,,,
,,TOBACCO GARDEN RECREATION AREA,701-842-4199,,,,,,,,,,,,,,,,WATFORD CITY,ND,58854,,,,,,,,,
,,TOWNER STATE NURSERY,701-537-5636,,,,,,,,,,,,,,,,TOWNER,ND,58788,,,,,,,,,
,,TWIN OAKS RESORT,,,,,,,,,,,,,,,,,WILLISTON,ND,58801,,,,,,,,,
,,VAC-TEC SEPTIC & WATER,701-566-0045,,,,,,,,,,,,,,,PO BOX 11096,WILLISTON,ND,58803,,,,,,,,,
,,WASHEGUM CAMPGROUND 72,,,,,,,,,,,,,,,,,BOTTINEAU,ND,58318,,,,,,,,,
,,WATFORD CITY STAR MOTEL,402-375-3515,,,,,,,,,,,,,,,,WAYNE,NE,68787,,,,,,,,,
,,WEST BAY HEIGHTS,701-739-9681,,,,,,,,,,,,,,,,MINNEWAUKAN,ND,58351,,,,,,,,,
,,76 RANCH ESTATES,,,,,,,,,,,,,,,,,DEADWOOD,SD,57732,,,,,,,,,
,,ABERDEEN,6056267074,,,,,,,,,,,,,,,,ABERDEEN,SD,57401,,,,,,,,,
,,ALEXANDRIA,6052394220,,,,,,,,,,,,,,,,ALEXANDRIA,SD,57311,,,,,,,,,
,,ALCESTER,6059342851,,,,,,,,,,,,,,,,ALCESTER,SD,57001,,,,,,,,,
,,VESTA HOUSING,918-361-2628,,,,,,,,,,,,,,,PO BOX 1421,WILLISTON,ND,58802,,,,,,,,,
,,ALPENA,6058533159,,,,,,,,,,,,,,,,MILLER,SD,57362,,,,,,,,,
,,AMHERST WATER COMPANY,6054485417,,,,,,,,,,,,,,,,BRITTON,SD,57430,,,,,,,,,
,,APPLE SPRINGS SUBDIVISION,6053417800,,,,,,,,,,,,,,,,RAPID CITY,SD,57703,,,,,,,,,
,,ARLINGTON,6059835251,,,,,,,,,,,,,,,,ARLINGTON,SD,57212,,,,,,,,,
,,AURORA,6056933548,,,,,,,,,,,,,,,,AURORA,SD,57002,,,,,,,,,
,,AURORA-BRULE RURAL WATER SYSTEM,6057786110,,,,,,,,,,,,,,,,KIMBALL,SD,57355,,,,,,,,,
,,ARMOUR,6057242277,,,,,,,,,,,,,,,,ARMOUR,SD,57313,,,,,,,,,
,,AVON,6052863747,,,,,,,,,,,,,,,,AVON,SD,57315,,,,,,,,,
,,B & J MOBILE HOME PARK,,,,,,,,,,,,,,,,,RAPID CITY,SD,57709,,,,,,,,,
,,BADGER,6059835121,,,,,,,,,,,,,,,,BADGER,SD,57214,,,,,,,,,
,,AUTUMN MEADOWS SANITARY DISTRICT,6053917483,,,,,,,,,,,,,,,,PIEDMONT,SD,57769,,,,,,,,,
,,BALTIC,6055295497,,,,,,,,,,,,,,,,BALTIC,SD,57003,,,,,,,,,
,,BEAR BUTTE VALLEY WATER,6052060703,,,,,,,,,,,,,,,,STURGIS,SD,57785,,,,,,,,,
,,BELLE FOURCHE,6058922494,,,,,,,,,,,,,,,,BELLE FOURCHE,SD,57717,,,,,,,,,
,,BERESFORD,6057632989,,,,,,,,,,,,,,,,BERESFORD,SD,57004,,,,,,,,,
,,BATESLAND,6054551367,,,,,,,,,,,,,,,,MARTIN,SD,57551,,,,,,,,,
,,BESTGEN ADDITION WATER COMPANY,6053475287,,,,,,,,,,,,,,,,STURGIS,SD,57785,,,,,,,,,
,,BICENTENNIAL TRAILER COURT,6056414360,,,,,,,,,,,,,,,,SPEARFISH,SD,57783,,,,,,,,,
,,BIG SIOUX COMMUNITY WATER SYSTEM,6059972098,,,,,,,,,,,,,,,,EGAN,SD,57024,,,,,,,,,
,,BIG STONE CITY,6058628121,,,,,,,,,,,,,,,,BIG STONE CITY,SD,57216,,,,,,,,,
,,BLUCKSBERG MOUNTAIN #1,6053917483,,,,,,,,,,,,,,,,PIEDMONT,SD,57769,,,,,,,,,
,,"BLACK HILLS WATER DISTRIBUTION, LLC",,,,,,,,,,,,,,,,,BELLE FOURCHE,SD,57717,,,,,,,,,
,,BLUMENGARD COLONY,6053243320,,,,,,,,,,,,,,,,FAULKTON,SD,57438,,,,,,,,,
,,BLUCKSBERG MOUNTAIN #2,6053917483,,,,,,,,,,,,,,,,PIEDMONT,SD,57769,,,,,,,,,
,,BLUNT,6058533159,,,,,,,,,,,,,,,,MILLER,SD,57362,,,,,,,,,
,,BISON,6052445677,,,,,,,,,,,,,,,,BISON,SD,57620,,,,,,,,,
